Date,ShortVolume,ShortExemptVolume,TotalVolume
2015-12-02,34022.0,0.0,62079.0
2015-12-03,21375.0,0.0,72340.0
2015-12-04,25243.0,0.0,47539.0
2015-12-07,46918.0,0.0,77925.0
2015-12-08,16084.0,0.0,46456.0
2015-12-09,8964.0,0.0,42130.0
2015-12-10,16406.0,700.0,81246.0
2015-12-11,20386.0,0.0,52847.0
2015-12-14,38381.0,0.0,109837.0
2015-12-15,150138.0,0.0,340942.0
2015-12-16,27381.0,0.0,167384.0
2015-12-17,25947.0,0.0,83630.0
2015-12-18,20640.0,0.0,99342.0
2015-12-21,12695.0,0.0,38031.0
2015-12-22,9214.0,0.0,38016.0
2015-12-23,14946.0,0.0,42500.0
2015-12-24,3400.0,0.0,11747.0
2015-12-28,14578.0,0.0,43314.0
2015-12-29,10696.0,0.0,32010.0
2015-12-30,11179.0,0.0,26383.0
2015-12-31,10828.0,400.0,26735.0
2016-01-04,34371.0,0.0,84158.0
2016-01-05,16239.0,0.0,67239.0
2016-01-06,45730.0,0.0,165131.0
2016-01-07,63880.0,0.0,156163.0
2016-01-08,27385.0,0.0,84019.0
2016-01-11,12457.0,0.0,83331.0
2016-01-12,21865.0,0.0,43175.0
2016-01-13,53736.0,0.0,91849.0
2016-01-14,63506.0,0.0,136005.0
2016-01-15,60894.0,0.0,222370.0
2016-01-19,19469.0,0.0,78330.0
2016-01-20,29878.0,0.0,98524.0
2016-01-21,43854.0,0.0,97661.0
2016-01-22,37336.0,0.0,82047.0
2016-01-25,23149.0,0.0,104195.0
2016-01-26,67263.0,0.0,208596.0
2016-01-27,44261.0,0.0,87710.0
2016-01-28,18502.0,0.0,161189.0
2016-01-29,47765.0,0.0,100161.0
2016-02-01,21916.0,0.0,72402.0
2016-02-02,75390.0,0.0,208367.0
2016-02-03,73451.0,300.0,196179.0
2016-02-04,59001.0,0.0,337783.0
2016-02-05,27137.0,0.0,102803.0
2016-02-08,35091.0,0.0,87863.0
2016-02-09,58382.0,0.0,181491.0
2016-02-10,35692.0,0.0,58788.0
2016-02-11,49329.0,0.0,82305.0
2016-02-12,16875.0,0.0,47192.0
2016-02-16,22140.0,0.0,41324.0
2016-02-17,33665.0,0.0,75780.0
2016-02-18,26612.0,0.0,77135.0
2016-02-19,26297.0,0.0,51417.0
2016-02-22,15808.0,0.0,58281.0
2016-02-23,19339.0,0.0,44379.0
2016-02-24,26931.0,0.0,49386.0
2016-02-25,17717.0,0.0,38301.0
2016-02-26,17129.0,0.0,44164.0
2016-02-29,10814.0,0.0,33460.0
2016-03-01,22547.0,0.0,101355.0
2016-03-02,15578.0,0.0,51100.0
2016-03-03,11915.0,0.0,34224.0
2016-03-04,6454.0,0.0,25428.0
2016-03-07,34597.0,0.0,61242.0
2016-03-08,27050.0,0.0,53400.0
2016-03-09,20846.0,0.0,112157.0
2016-03-10,29277.0,0.0,44454.0
2016-03-11,22604.0,0.0,45355.0
2016-03-14,33941.0,0.0,53453.0
2016-03-15,41127.0,0.0,108555.0
2016-03-16,19802.0,0.0,50781.0
2016-03-17,8878.0,0.0,62896.0
2016-03-18,14183.0,200.0,118751.0
2016-03-21,16619.0,100.0,123813.0
2016-03-22,20543.0,0.0,113926.0
2016-03-23,23934.0,0.0,53793.0
2016-03-24,13273.0,0.0,61570.0
2016-03-28,19429.0,0.0,46357.0
2016-03-29,46067.0,0.0,74855.0
2016-03-30,35331.0,0.0,71058.0
2016-03-31,18037.0,0.0,39907.0
2016-04-01,25309.0,600.0,62137.0
2016-04-04,20341.0,0.0,43268.0
2016-04-05,12218.0,100.0,41572.0
2016-04-06,21022.0,0.0,80869.0
2016-04-07,66302.0,0.0,150689.0
2016-04-08,13049.0,0.0,59043.0
2016-04-11,15452.0,0.0,48028.0
2016-04-12,10156.0,0.0,42160.0
2016-04-13,19911.0,0.0,67338.0
2016-04-14,11149.0,0.0,31878.0
2016-04-15,10993.0,0.0,23765.0
2016-04-18,19229.0,0.0,37082.0
2016-04-19,13468.0,0.0,55210.0
2016-04-20,15392.0,0.0,63038.0
2016-04-21,11719.0,0.0,48662.0
2016-04-22,16788.0,0.0,43386.0
2016-04-25,19428.0,0.0,47163.0
2016-04-26,44416.0,100.0,147227.0
2016-04-27,18332.0,0.0,60137.0
2016-04-28,16686.0,0.0,40181.0
2016-04-29,14481.0,0.0,30339.0
2016-05-02,18816.0,100.0,42963.0
2016-05-03,20941.0,0.0,35443.0
2016-05-04,38913.0,0.0,77531.0
2016-05-05,35816.0,0.0,79141.0
2016-05-06,18525.0,0.0,41629.0
2016-05-09,11499.0,0.0,24423.0
2016-05-10,35398.0,0.0,53783.0
2016-05-11,17989.0,0.0,69218.0
2016-05-12,14645.0,0.0,69286.0
2016-05-13,24089.0,0.0,38719.0
2016-05-16,18338.0,0.0,46376.0
2016-05-17,21411.0,0.0,39205.0
2016-05-18,15667.0,0.0,31553.0
2016-05-19,17112.0,100.0,77803.0
2016-05-20,13990.0,0.0,30107.0
2016-05-23,16544.0,0.0,31016.0
2016-05-24,19272.0,600.0,42019.0
2016-05-25,22723.0,3.0,41561.0
2016-05-26,30236.0,0.0,60986.0
2016-05-27,9165.0,0.0,30043.0
2016-05-31,13555.0,0.0,38072.0
2016-06-01,26771.0,0.0,43975.0
2016-06-02,12175.0,0.0,63030.0
2016-06-03,20666.0,0.0,35067.0
2016-06-06,17565.0,0.0,42413.0
2016-06-07,34850.0,0.0,73685.0
2016-06-08,34336.0,0.0,68836.0
2016-06-09,47903.0,0.0,65758.0
2016-06-10,27312.0,0.0,53743.0
2016-06-13,23411.0,0.0,59579.0
2016-06-14,9945.0,0.0,34696.0
2016-06-15,18931.0,0.0,42157.0
2016-06-16,41672.0,0.0,102686.0
2016-06-17,12735.0,0.0,36030.0
2016-06-20,17185.0,0.0,80753.0
2016-06-21,40019.0,0.0,90340.0
2016-06-22,21109.0,0.0,42676.0
2016-06-23,30561.0,0.0,65016.0
2016-06-24,56463.0,0.0,114456.0
2016-06-27,34556.0,0.0,73980.0
2016-06-28,33579.0,0.0,52413.0
2016-06-29,28858.0,100.0,51117.0
2016-06-30,44294.0,0.0,87819.0
2016-07-01,45082.0,0.0,68765.0
2016-07-05,39373.0,0.0,56209.0
2016-07-06,29799.0,100.0,64376.0
2016-07-07,10874.0,0.0,87801.0
2016-07-08,27573.0,0.0,131705.0
2016-07-11,14870.0,0.0,79265.0
2016-07-12,23067.0,0.0,53996.0
2016-07-13,15045.0,0.0,43576.0
2016-07-14,20005.0,200.0,53496.0
2016-07-15,23612.0,0.0,68726.0
2016-07-18,7285.0,0.0,17923.0
2016-07-19,18005.0,0.0,77874.0
2016-07-20,17735.0,0.0,49847.0
2016-07-21,21638.0,0.0,80965.0
2016-07-22,7830.0,0.0,19475.0
2016-07-25,20134.0,0.0,69294.0
2016-07-26,71903.0,0.0,151819.0
2016-07-27,21009.0,100.0,51614.0
2016-07-28,16834.0,0.0,98620.0
2016-07-29,15907.0,0.0,42131.0
2016-08-01,15259.0,0.0,45142.0
2016-08-02,19752.0,0.0,94866.0
2016-08-03,24907.0,0.0,46019.0
2016-08-04,26031.0,0.0,37867.0
2016-08-05,17818.0,0.0,49309.0
2016-08-08,9861.0,0.0,23351.0
2016-08-09,10281.0,0.0,31578.0
2016-08-10,29932.0,0.0,55082.0
2016-08-11,71400.0,0.0,115194.0
2016-08-12,13875.0,11.0,35732.0
2016-08-15,18219.0,0.0,35534.0
2016-08-16,14507.0,93.0,37804.0
2016-08-18,13800.0,0.0,34292.0
2016-08-19,8371.0,70.0,27295.0
2016-08-22,10909.0,100.0,27890.0
2016-08-23,13699.0,0.0,37913.0
2016-08-24,6892.0,0.0,17033.0
2016-08-25,9080.0,16.0,25854.0
2016-08-26,27418.0,0.0,55582.0
2016-08-29,8751.0,0.0,24966.0
2016-08-30,8403.0,0.0,18814.0
2016-08-31,8621.0,40.0,38273.0
2016-09-01,19758.0,100.0,40719.0
2016-09-02,17012.0,0.0,34866.0
2016-09-06,10872.0,0.0,19021.0
2016-09-07,6774.0,0.0,13686.0
2016-09-08,8523.0,97.0,21816.0
2016-09-09,19534.0,2.0,41423.0
2016-09-12,16005.0,0.0,38090.0
2016-09-13,24318.0,0.0,33193.0
2016-09-14,12928.0,0.0,23398.0
2016-09-15,21342.0,0.0,28511.0
2016-09-16,8217.0,0.0,19225.0
2016-09-19,14022.0,0.0,36860.0
2016-09-20,9388.0,0.0,20441.0
2016-09-21,7700.0,0.0,25230.0
2016-09-22,10724.0,0.0,25199.0
2016-09-23,24431.0,0.0,36637.0
2016-09-26,13653.0,9.0,32043.0
2016-09-27,4862.0,0.0,41908.0
2016-09-28,4117.0,0.0,18926.0
2016-09-29,4316.0,45.0,17649.0
2016-09-30,12230.0,0.0,30675.0
2016-10-03,12300.0,0.0,20742.0
2016-10-04,28325.0,0.0,56102.0
2016-10-05,15447.0,0.0,41859.0
2016-10-06,8132.0,0.0,25225.0
2016-10-07,26226.0,25.0,47440.0
2016-10-10,8654.0,0.0,14180.0
2016-10-11,44404.0,68.0,65544.0
2016-10-12,15128.0,0.0,25836.0
2016-10-13,5818.0,0.0,20310.0
2016-10-14,11815.0,0.0,22836.0
2016-10-17,9043.0,0.0,20830.0
2016-10-18,5372.0,0.0,15164.0
2016-10-19,10368.0,0.0,17904.0
2016-10-20,6273.0,10.0,13487.0
2016-10-21,22063.0,4.0,44854.0
2016-10-24,37902.0,8.0,57056.0
2016-10-25,61856.0,0.0,127659.0
2016-10-26,12540.0,60.0,30370.0
2016-10-27,17903.0,0.0,30973.0
2016-10-28,9098.0,0.0,18988.0
2016-10-31,42224.0,0.0,62855.0
2016-11-01,21126.0,20.0,41605.0
2016-11-02,11826.0,0.0,20428.0
2016-11-03,10014.0,100.0,24975.0
2016-11-04,7844.0,0.0,28050.0
2016-11-07,12287.0,92.0,27244.0
2016-11-08,27011.0,0.0,45100.0
2016-11-09,30853.0,50.0,53936.0
2016-11-10,31514.0,0.0,61476.0
2016-11-11,10645.0,0.0,21699.0
2016-11-14,23958.0,0.0,86790.0
2016-11-15,19993.0,0.0,40336.0
2016-11-16,15503.0,0.0,26893.0
2016-11-17,12416.0,0.0,21511.0
2016-11-18,8013.0,0.0,16418.0
2016-11-21,20358.0,4.0,51723.0
2016-11-22,16350.0,0.0,31264.0
2016-11-23,10713.0,100.0,35531.0
2016-11-25,13918.0,0.0,19346.0
2016-11-28,5958.0,0.0,19663.0
2016-11-29,10251.0,0.0,20192.0
2016-11-30,12394.0,10.0,28694.0
2016-12-01,46205.0,0.0,53328.0
2016-12-02,11209.0,0.0,23955.0
2016-12-05,15592.0,0.0,27130.0
2016-12-06,7463.0,0.0,17438.0
2016-12-07,29532.0,0.0,82815.0
2016-12-08,30950.0,0.0,49518.0
2016-12-09,22556.0,0.0,45587.0
2016-12-12,21383.0,29.0,43541.0
2016-12-13,38211.0,0.0,57036.0
2016-12-14,21655.0,1.0,53301.0
2016-12-15,24886.0,31.0,39362.0
2016-12-16,6446.0,0.0,19987.0
2016-12-19,9649.0,0.0,25107.0
2016-12-20,12554.0,0.0,30267.0
2016-12-21,11589.0,0.0,25239.0
2016-12-22,5857.0,0.0,13808.0
2016-12-23,6201.0,15.0,13147.0
2016-12-27,5547.0,0.0,13861.0
2016-12-28,6748.0,0.0,15503.0
2016-12-29,12052.0,14.0,19752.0
2016-12-30,6201.0,0.0,16165.0
2017-01-03,14885.0,5.0,40649.0
2017-01-04,10035.0,0.0,23048.0
2017-01-05,17875.0,6.0,27782.0
2017-01-06,12329.0,275.0,30300.0
2017-01-09,8682.0,0.0,38276.0
2017-01-10,9336.0,70.0,18380.0
2017-01-11,11443.0,0.0,27479.0
2017-01-12,12753.0,0.0,23184.0
2017-01-13,7445.0,0.0,17462.0
2017-01-17,8069.0,0.0,18625.0
2017-01-18,10753.0,0.0,24986.0
2017-01-19,10793.0,0.0,25443.0
2017-01-20,11330.0,0.0,20183.0
2017-01-23,48388.0,0.0,59215.0
2017-01-24,57122.0,0.0,97382.0
2017-01-25,153469.0,0.0,198101.0
2017-01-26,14173.0,0.0,28509.0
2017-01-27,20247.0,0.0,28918.0
2017-01-30,22180.0,30.0,35928.0
2017-01-31,14273.0,2.0,43769.0
2017-02-01,19381.0,0.0,32131.0
2017-02-02,14742.0,0.0,44256.0
2017-02-03,27095.0,0.0,67479.0
2017-02-06,16968.0,0.0,69487.0
2017-02-07,7396.0,0.0,23521.0
2017-02-08,22624.0,38.0,39153.0
2017-02-09,12568.0,0.0,20661.0
2017-02-10,16214.0,0.0,28166.0
2017-02-13,14336.0,0.0,100524.0
2017-02-14,15318.0,0.0,27402.0
2017-02-15,10948.0,0.0,28790.0
2017-02-16,21006.0,0.0,34820.0
2017-02-17,7437.0,0.0,21136.0
2017-02-22,25617.0,0.0,47071.0
2017-02-23,31196.0,1.0,50739.0
2017-02-24,33637.0,0.0,60742.0
2017-02-27,7411.0,0.0,18718.0
2017-02-28,7350.0,0.0,24035.0
2017-03-01,14338.0,0.0,26931.0
2017-03-02,28061.0,0.0,43728.0
2017-03-03,13374.0,100.0,38957.0
2017-03-06,7503.0,0.0,25118.0
2017-03-07,7697.0,0.0,16571.0
2017-03-08,5932.0,70.0,21971.0
2017-03-09,7194.0,0.0,19358.0
2017-03-10,6176.0,0.0,16572.0
2017-03-13,12849.0,0.0,28474.0
2017-03-14,28674.0,0.0,43621.0
2017-03-15,10211.0,0.0,30732.0
2017-03-16,11874.0,0.0,36422.0
2017-03-17,8937.0,0.0,23809.0
2017-03-20,7305.0,0.0,69537.0
2017-03-21,10892.0,0.0,31186.0
2017-03-22,14087.0,0.0,21346.0
2017-03-23,7543.0,0.0,15343.0
2017-03-24,7568.0,0.0,18129.0
2017-03-27,7778.0,0.0,22646.0
2017-03-28,21168.0,0.0,30701.0
2017-03-29,9641.0,0.0,19789.0
2017-03-30,8136.0,0.0,18331.0
2017-03-31,5808.0,0.0,12527.0
2017-04-03,7725.0,9.0,23777.0
2017-04-04,6307.0,0.0,13718.0
2017-04-05,6260.0,0.0,17687.0
2017-04-06,6499.0,0.0,14519.0
2017-04-07,4452.0,0.0,11987.0
